# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
      2            8.863871e-01
      3            8.862868e-01
      4            8.593094e-01
      5            8.592883e-01
      6            8.445299e-01
      7            8.444733e-01
      8            8.444170e-01
      9            8.375343e-01
     10            8.375259e-01
     11            8.266976e-01
     12            8.266877e-01
     13            8.216408e-01
     14            8.216318e-01
     15            8.188838e-01
     16            8.188596e-01
     17            8.138932e-01
     18            8.138802e-01
     19            8.138679e-01
     20            8.126418e-01
     21            8.126330e-01
     22            8.108232e-01
     23            8.107912e-01
     24            8.107638e-01
     25            8.093574e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.570972e-02
# iters            rel. res.
      0            9.994902e-01
      1            9.407212e-01
      2            8.929121e-01
      3            7.777591e-01
      4            7.690425e-01
      5            6.304429e-01
      6            6.299256e-01
      7            4.889612e-01
      8            4.871889e-01
      9            4.079224e-01
     10            4.003111e-01
     11            3.951528e-01
     12            3.356196e-01
     13            3.289903e-01
     14            2.681261e-01
     15            2.659463e-01
     16            2.640133e-01
     17            2.537619e-01
     18            2.488286e-01
     19            2.429605e-01
     20            2.372026e-01
     21            2.354411e-01
     22            2.211649e-01
     23            2.186325e-01
     24            2.067603e-01
     25            2.060765e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.356103e-02
# iters            rel. res.
      0            2.001140e-01
      1            1.975468e-01
      2            1.682399e-01
      3            1.682396e-01
      4            1.444044e-01
      5            1.385013e-01
      6            1.347292e-01
      7            1.248872e-01
      8            1.238972e-01
      9            1.133114e-01
     10            1.067157e-01
     11            1.028788e-01
     12            9.851206e-02
     13            9.643362e-02
     14            9.322329e-02
     15            9.043405e-02
     16            9.011022e-02
     17            8.260465e-02
     18            8.259458e-02
     19            7.656352e-02
     20            7.656289e-02
     21            7.656232e-02
     22            7.237604e-02
     23            7.230839e-02
     24            6.836627e-02
     25            6.836492e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.774868e-02
# iters            rel. res.
      0            9.771478e-01
      1            9.720051e-01
      2            9.049014e-01
      3            8.852200e-01
      4            8.563004e-01
      5            8.157803e-01
      6            8.095858e-01
      7            7.821284e-01
      8            7.815425e-01
      9            7.380481e-01
     10            7.378177e-01
     11            7.377117e-01
     12            6.761015e-01
     13            6.739328e-01
     14            6.429181e-01
     15            6.427634e-01
     16            6.426402e-01
     17            6.215183e-01
     18            6.198249e-01
     19            5.937459e-01
     20            5.937328e-01
     21            5.937246e-01
     22            5.815002e-01
     23            5.798683e-01
     24            5.734994e-01
     25            5.716861e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.999946e-02
# iters            rel. res.
      0            6.234029e-01
      1            5.802915e-01
      2            5.136801e-01
      3            4.867231e-01
      4            3.819301e-01
      5            3.526188e-01
      6            3.435668e-01
      7            3.223263e-01
      8            3.092779e-01
      9            2.845356e-01
     10            2.691506e-01
     11            2.606336e-01
     12            2.521215e-01
     13            2.391988e-01
     14            2.347062e-01
     15            2.148533e-01
     16            2.130300e-01
     17            1.927122e-01
     18            1.875396e-01
     19            1.799589e-01
     20            1.726785e-01
     21            1.691364e-01
     22            1.626802e-01
     23            1.562818e-01
     24            1.440658e-01
     25            1.403197e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.367115e-02
# iters            rel. res.
      0            7.781780e-01
      1            7.251162e-01
      2            6.774478e-01
      3            6.175452e-01
      4            5.379563e-01
      5            4.661536e-01
      6            4.451033e-01
      7            4.016190e-01
      8            3.981574e-01
      9            3.516941e-01
     10            3.293133e-01
     11            3.191677e-01
     12            3.099954e-01
     13            2.967592e-01
     14            2.824936e-01
     15            2.725441e-01
     16            2.695874e-01
     17            2.335973e-01
     18            2.175753e-01
     19            1.829784e-01
     20            1.828742e-01
     21            1.827963e-01
     22            1.571830e-01
     23            1.548811e-01
     24            1.345164e-01
     25            1.345158e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.787678e-02
# iters            rel. res.
      0            6.418981e-01
      1            5.730025e-01
      2            5.345359e-01
      3            5.048514e-01
      4            4.238850e-01
      5            3.540475e-01
      6            3.380789e-01
      7            3.165809e-01
      8            3.060756e-01
      9            2.995338e-01
     10            2.870424e-01
     11            2.857292e-01
     12            2.541361e-01
     13            2.490398e-01
     14            2.188705e-01
     15            2.182498e-01
     16            2.177030e-01
     17            1.946239e-01
     18            1.938768e-01
     19            1.624221e-01
     20            1.623270e-01
     21            1.622673e-01
     22            1.369987e-01
     23            1.369732e-01
     24            1.212892e-01
     25            1.212452e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.353150e-02
# iters            rel. res.
      0            7.974718e-01
      1            7.689442e-01
      2            6.943906e-01
      3            6.490305e-01
      4            6.025274e-01
      5            4.976314e-01
      6            4.778670e-01
      7            4.116343e-01
      8            4.034692e-01
      9            3.397307e-01
     10            3.397268e-01
     11            3.397244e-01
     12            2.694125e-01
     13            2.693212e-01
     14            1.809594e-01
     15            1.786156e-01
     16            1.766319e-01
     17            1.486659e-01
     18            1.486036e-01
     19            1.299056e-01
     20            1.296719e-01
     21            1.295154e-01
     22            1.174825e-01
     23            1.172299e-01
     24            1.060759e-01
     25            1.053089e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.407339e-02
# iters            rel. res.
      0            5.728236e-01
      1            5.343110e-01
      2            4.948761e-01
      3            4.427122e-01
      4            4.007654e-01
      5            3.670335e-01
      6            3.559478e-01
      7            3.258738e-01
      8            3.095272e-01
      9            2.920540e-01
     10            2.856916e-01
     11            2.826092e-01
     12            2.609615e-01
     13            2.552537e-01
     14            2.416503e-01
     15            2.402894e-01
     16            2.391516e-01
     17            2.299351e-01
     18            2.284750e-01
     19            2.193049e-01
     20            2.191152e-01
     21            2.190927e-01
     22            1.607096e-01
     23            1.584764e-01
     24            1.455174e-01
     25            1.438705e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.596099e-02
# iters            rel. res.
      0            8.601408e-01
      1            8.335996e-01
      2            7.480510e-01
      3            6.964119e-01
      4            6.335499e-01
      5            5.964286e-01
      6            5.772502e-01
      7            5.411446e-01
      8            5.164015e-01
      9            4.681650e-01
     10            4.015770e-01
     11            3.804560e-01
     12            3.403031e-01
     13            3.212019e-01
     14            2.876625e-01
     15            2.783478e-01
     16            2.740049e-01
     17            2.490863e-01
     18            2.437116e-01
     19            2.309106e-01
     20            2.308205e-01
     21            2.307750e-01
     22            2.079339e-01
     23            2.075290e-01
     24            1.769625e-01
     25            1.763991e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.273100e-02
# iters            rel. res.
      0            5.435287e-01
      1            4.472120e-01
      2            4.131181e-01
      3            3.295172e-01
      4            3.125660e-01
      5            2.656924e-01
      6            2.555867e-01
      7            2.289315e-01
      8            2.182320e-01
      9            1.961388e-01
     10            1.830202e-01
     11            1.733197e-01
     12            1.664625e-01
     13            1.521577e-01
     14            1.470707e-01
     15            1.319150e-01
     16            1.318291e-01
     17            1.188301e-01
     18            1.174511e-01
     19            1.091210e-01
     20            1.088368e-01
     21            1.085592e-01
     22            1.021837e-01
     23            1.021813e-01
     24            9.081610e-02
     25            8.901958e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.503910e-02
# iters            rel. res.
      0            8.384629e-01
      1            7.905634e-01
      2            7.478300e-01
      3            6.881828e-01
      4            6.510942e-01
      5            5.316870e-01
      6            5.149470e-01
      7            4.745641e-01
      8            4.612433e-01
      9            3.977854e-01
     10            3.829329e-01
     11            3.727320e-01
     12            3.465231e-01
     13            3.346684e-01
     14            3.234186e-01
     15            2.957834e-01
     16            2.865934e-01
     17            2.655545e-01
     18            2.576016e-01
     19            2.289772e-01
     20            2.250201e-01
     21            2.238230e-01
     22            1.438158e-01
     23            1.391400e-01
     24            1.161761e-01
     25            1.112541e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.430459e-02
# iters            rel. res.
      0            5.816306e-01
      1            4.938206e-01
      2            4.740313e-01
      3            3.858982e-01
      4            3.418600e-01
      5            3.206348e-01
      6            3.080881e-01
      7            2.833285e-01
      8            2.668105e-01
      9            2.497633e-01
     10            2.389909e-01
     11            2.310664e-01
     12            2.152665e-01
     13            2.051272e-01
     14            1.809643e-01
     15            1.801317e-01
     16            1.796195e-01
     17            1.581461e-01
     18            1.576919e-01
     19            1.436602e-01
     20            1.408533e-01
     21            1.383253e-01
     22            1.310863e-01
     23            1.283018e-01
     24            1.184281e-01
     25            1.095452e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.426764e-02
# iters            rel. res.
      0            1.000000e+00
      1            1.774668e-01
      2            1.774598e-01
      3            1.606036e-01
      4            1.605910e-01
      5            1.439527e-01
      6            1.439478e-01
      7            1.324072e-01
      8            1.324007e-01
      9            1.220557e-01
     10            1.220542e-01
     11            1.220528e-01
     12            1.145649e-01
     13            1.145616e-01
     14            1.076332e-01
     15            1.076307e-01
     16            1.002309e-01
     17            1.002275e-01
     18            9.376431e-02
     19            9.376278e-02
     20            9.376125e-02
     21            8.783979e-02
     22            8.783583e-02
     23            7.706166e-02
     24            7.705849e-02
     25            6.326262e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.742278e+00
# iters            rel. res.
      0            9.990860e-01
      1            9.990860e-01
      2            8.820146e-01
      3            8.820146e-01
      4            8.555153e-01
      5            8.555152e-01
      6            8.430265e-01
      7            8.430262e-01
      8            8.430260e-01
      9            8.371725e-01
     10            8.371725e-01
     11            8.275932e-01
     12            8.275931e-01
     13            8.219906e-01
     14            8.219905e-01
     15            8.188162e-01
     16            8.188161e-01
     17            8.124287e-01
     18            8.124286e-01
     19            8.124286e-01
     20            8.105185e-01
     21            8.105184e-01
     22            8.086659e-01
     23            8.086657e-01
     24            8.086655e-01
     25            8.075471e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.441901e-02
# iters            rel. res.
      0            9.997365e-01
      1            2.728875e-01
      2            2.698114e-01
      3            1.539927e-01
      4            1.513123e-01
      5            1.129389e-01
      6            1.125967e-01
      7            9.798416e-02
      8            9.779223e-02
      9            8.885053e-02
     10            8.884985e-02
     11            8.884918e-02
     12            8.462182e-02
     13            8.455819e-02
     14            7.822865e-02
     15            7.759168e-02
     16            7.698341e-02
     17            7.235489e-02
     18            7.185500e-02
     19            6.542152e-02
     20            6.534446e-02
     21            6.526893e-02
     22            6.185690e-02
     23            6.185679e-02
     24            5.866581e-02
     25            5.866338e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.163631e-03
# iters            rel. res.
      0            6.285037e-02
      1            6.155957e-02
      2            6.004512e-02
      3            5.967010e-02
      4            5.767629e-02
      5            5.750014e-02
      6            5.733417e-02
      7            5.610886e-02
      8            5.601044e-02
      9            5.461234e-02
     10            5.440290e-02
     11            5.420305e-02
     12            5.299927e-02
     13            5.264129e-02
     14            4.996414e-02
     15            4.994784e-02
     16            4.993389e-02
     17            4.828386e-02
     18            4.828357e-02
     19            4.691936e-02
     20            4.690967e-02
     21            4.690199e-02
     22            4.583214e-02
     23            4.582195e-02
     24            4.354103e-02
     25            4.354047e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.426593e-02
# iters            rel. res.
      0            9.988491e-01
      1            3.644319e-01
      2            3.600460e-01
      3            2.257287e-01
      4            2.257245e-01
      5            2.007136e-01
      6            2.007133e-01
      7            1.899086e-01
      8            1.899071e-01
      9            1.711212e-01
     10            1.710767e-01
     11            1.710481e-01
     12            1.488373e-01
     13            1.465541e-01
     14            1.316768e-01
     15            1.280069e-01
     16            1.247868e-01
     17            1.148830e-01
     18            1.111124e-01
     19            1.007087e-01
     20            1.005703e-01
     21            1.005056e-01
     22            9.177414e-02
     23            9.064617e-02
     24            8.406196e-02
     25            8.358734e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.448369e-03
# iters            rel. res.
      0            1.005283e-01
      1            9.880334e-02
      2            8.776866e-02
      3            8.761450e-02
      4            7.430351e-02
      5            7.425637e-02
      6            7.420979e-02
      7            6.641393e-02
      8            6.632824e-02
      9            5.846903e-02
     10            5.846763e-02
     11            5.846623e-02
     12            5.272900e-02
     13            5.272883e-02
     14            4.737590e-02
     15            4.731431e-02
     16            4.725894e-02
     17            4.459046e-02
     18            4.454978e-02
     19            4.243254e-02
     20            4.217664e-02
     21            4.193473e-02
     22            4.040779e-02
     23            4.029996e-02
     24            3.773878e-02
     25            3.728090e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.387555e-02
# iters            rel. res.
      0            9.882847e-01
      1            4.052008e-01
      2            3.657064e-01
      3            3.386014e-01
      4            3.072562e-01
      5            2.621523e-01
      6            2.505167e-01
      7            2.389982e-01
      8            2.332148e-01
      9            2.227159e-01
     10            2.057803e-01
     11            2.014565e-01
     12            1.773011e-01
     13            1.728336e-01
     14            1.603973e-01
     15            1.550166e-01
     16            1.516813e-01
     17            1.468027e-01
     18            1.415763e-01
     19            1.271616e-01
     20            1.225941e-01
     21            1.193867e-01
     22            1.109718e-01
     23            1.085824e-01
     24            1.015808e-01
     25            1.011941e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.246043e-03
# iters            rel. res.
      0            1.822292e-01
      1            1.779445e-01
      2            1.738770e-01
      3            1.615638e-01
      4            1.543629e-01
      5            1.496141e-01
      6            1.463063e-01
      7            1.412756e-01
      8            1.315795e-01
      9            1.293018e-01
     10            1.220463e-01
     11            1.180998e-01
     12            1.157193e-01
     13            1.109737e-01
     14            1.049986e-01
     15            9.603890e-02
     16            9.499589e-02
     17            8.823935e-02
     18            8.764430e-02
     19            8.415396e-02
     20            8.360717e-02
     21            8.325596e-02
     22            7.879244e-02
     23            7.866730e-02
     24            7.499776e-02
     25            7.464457e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.339796e-02
# iters            rel. res.
      0            9.745449e-01
      1            5.689783e-01
      2            5.593097e-01
      3            5.145221e-01
      4            4.694661e-01
      5            3.753613e-01
      6            3.708212e-01
      7            3.326707e-01
      8            3.322199e-01
      9            3.044020e-01
     10            3.030122e-01
     11            3.021772e-01
     12            2.831834e-01
     13            2.831833e-01
     14            2.629038e-01
     15            2.587566e-01
     16            2.565660e-01
     17            2.081774e-01
     18            2.081740e-01
     19            1.692955e-01
     20            1.689780e-01
     21            1.688285e-01
     22            1.372040e-01
     23            1.353996e-01
     24            1.271261e-01
     25            1.237447e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.139849e-03
# iters            rel. res.
      0            2.375239e-01
      1            2.239845e-01
      2            2.070440e-01
      3            1.986053e-01
      4            1.753175e-01
      5            1.533724e-01
      6            1.501884e-01
      7            1.448532e-01
      8            1.445655e-01
      9            1.358088e-01
     10            1.344556e-01
     11            1.335470e-01
     12            1.244771e-01
     13            1.232152e-01
     14            1.164892e-01
     15            1.161800e-01
     16            1.160061e-01
     17            1.071540e-01
     18            1.071540e-01
     19            1.007510e-01
     20            1.002095e-01
     21            9.975395e-02
     22            9.370359e-02
     23            9.370224e-02
     24            8.728505e-02
     25            8.727836e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.350006e-02
# iters            rel. res.
      0            9.775751e-01
      1            4.583690e-01
      2            4.583359e-01
      3            3.716543e-01
      4            3.711615e-01
      5            2.775043e-01
      6            2.773675e-01
      7            2.451913e-01
      8            2.443643e-01
      9            1.960103e-01
     10            1.950234e-01
     11            1.942243e-01
     12            1.559704e-01
     13            1.536161e-01
     14            1.272617e-01
     15            1.263994e-01
     16            1.255918e-01
     17            1.146285e-01
     18            1.113295e-01
     19            1.012812e-01
     20            9.602259e-02
     21            9.260455e-02
     22            8.519317e-02
     23            8.128123e-02
     24            7.578108e-02
     25            7.374369e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.600820e-03
# iters            rel. res.
      0            2.218039e-01
      1            1.637081e-01
      2            1.636560e-01
      3            1.227090e-01
      4            1.225961e-01
      5            1.052454e-01
      6            1.052361e-01
      7            9.966425e-02
      8            9.959262e-02
      9            9.361956e-02
     10            9.278217e-02
     11            9.214538e-02
     12            8.782305e-02
     13            8.760045e-02
     14            8.367041e-02
     15            8.355504e-02
     16            8.344506e-02
     17            8.054593e-02
     18            8.050609e-02
     19            7.724068e-02
     20            7.703368e-02
     21            7.694504e-02
     22            7.257964e-02
     23            7.244714e-02
     24            7.096097e-02
     25            7.007382e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.348444e-02
# iters            rel. res.
      0            9.771350e-01
      1            6.211787e-01
      2            6.121382e-01
      3            5.133577e-01
      4            4.989022e-01
      5            4.609394e-01
      6            4.520568e-01
      7            4.371704e-01
      8            4.226020e-01
      9            4.061123e-01
     10            3.790212e-01
     11            3.715973e-01
     12            2.884209e-01
     13            2.758784e-01
     14            2.340942e-01
     15            2.245627e-01
     16            2.169852e-01
     17            1.961066e-01
     18            1.929323e-01
     19            1.658332e-01
     20            1.646741e-01
     21            1.636531e-01
     22            1.550534e-01
     23            1.515808e-01
     24            1.449661e-01
     25            1.422502e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.239278e-03
# iters            rel. res.
      0            2.404383e-01
      1            2.105546e-01
      2            1.850605e-01
      3            1.627409e-01
      4            1.370197e-01
      5            1.161465e-01
      6            1.129251e-01
      7            1.029734e-01
      8            1.004518e-01
      9            7.883225e-02
     10            7.879801e-02
     11            7.876516e-02
     12            7.443590e-02
     13            7.440125e-02
     14            6.728327e-02
     15            6.700156e-02
     16            6.672640e-02
     17            6.269472e-02
     18            6.171097e-02
     19            5.822100e-02
     20            5.521908e-02
     21            5.484882e-02
     22            5.315642e-02
     23            5.311852e-02
     24            5.191439e-02
     25            5.134098e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.298334e-02
# iters            rel. res.
      0            9.625176e-01
      1            6.858065e-01
      2            6.556755e-01
      3            5.677428e-01
      4            5.488932e-01
      5            4.758568e-01
      6            4.538221e-01
      7            3.899873e-01
      8            3.447638e-01
      9            3.070561e-01
     10            2.899936e-01
     11            2.773959e-01
     12            2.576776e-01
     13            2.367781e-01
     14            2.258507e-01
     15            2.156202e-01
     16            2.109751e-01
     17            1.906822e-01
     18            1.821988e-01
     19            1.659645e-01
     20            1.552924e-01
     21            1.472656e-01
     22            1.369540e-01
     23            1.262669e-01
     24            1.164739e-01
     25            1.140931e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.022760e-02
# iters            rel. res.
      0            2.984617e-01
      1            2.831277e-01
      2            2.572623e-01
      3            2.418636e-01
      4            1.972051e-01
      5            1.811285e-01
      6            1.730215e-01
      7            1.596582e-01
      8            1.528875e-01
      9            1.492481e-01
     10            1.435810e-01
     11            1.403476e-01
     12            1.362634e-01
     13            1.318964e-01
     14            1.206692e-01
     15            1.177570e-01
     16            1.155071e-01
     17            1.078840e-01
     18            1.046594e-01
     19            1.010040e-01
     20            9.859606e-02
     21            9.677770e-02
     22            9.495813e-02
     23            9.297853e-02
     24            9.124839e-02
     25            8.974193e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.426764e-02
# iters            rel. res.
      0            1.000000e+00
      1            1.774668e-01
      2            1.774598e-01
      3            1.606036e-01
      4            1.605910e-01
      5            1.439527e-01
      6            1.439478e-01
      7            1.324072e-01
      8            1.324007e-01
      9            1.220557e-01
     10            1.220542e-01
     11            1.220528e-01
     12            1.145649e-01
     13            1.145616e-01
     14            1.076332e-01
     15            1.076307e-01
     16            1.002309e-01
     17            1.002275e-01
     18            9.376431e-02
     19            9.376278e-02
     20            9.376125e-02
     21            8.783979e-02
     22            8.783583e-02
     23            7.706166e-02
     24            7.705849e-02
     25            6.326262e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.742278e+00
# iters            rel. res.
      0            9.990860e-01
      1            9.990860e-01
      2            8.820146e-01
      3            8.820146e-01
      4            8.555153e-01
      5            8.555152e-01
      6            8.430265e-01
      7            8.430262e-01
      8            8.430260e-01
      9            8.371725e-01
     10            8.371725e-01
     11            8.275932e-01
     12            8.275931e-01
     13            8.219906e-01
     14            8.219905e-01
     15            8.188162e-01
     16            8.188161e-01
     17            8.124287e-01
     18            8.124286e-01
     19            8.124286e-01
     20            8.105185e-01
     21            8.105184e-01
     22            8.086659e-01
     23            8.086657e-01
     24            8.086655e-01
     25            8.075471e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.425888e-02
# iters            rel. res.
      0            9.997404e-01
      1            2.037360e-01
      2            2.017261e-01
      3            1.658614e-01
      4            1.561126e-01
      5            1.283140e-01
      6            1.278881e-01
      7            1.133129e-01
      8            1.121648e-01
      9            1.008402e-01
     10            9.947866e-02
     11            9.830744e-02
     12            9.446031e-02
     13            9.284828e-02
     14            8.786077e-02
     15            8.603038e-02
     16            8.441494e-02
     17            8.036938e-02
     18            7.764085e-02
     19            7.512974e-02
     20            7.227863e-02
     21            7.068138e-02
     22            6.856318e-02
     23            6.684212e-02
     24            6.376875e-02
     25            6.249310e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.317525e-03
# iters            rel. res.
      0            6.763001e-02
      1            6.579127e-02
      2            6.226585e-02
      3            6.209740e-02
      4            5.825348e-02
      5            5.759085e-02
      6            5.705168e-02
      7            5.563624e-02
      8            5.540147e-02
      9            5.386297e-02
     10            5.303653e-02
     11            5.246130e-02
     12            5.166776e-02
     13            5.102093e-02
     14            4.961465e-02
     15            4.939125e-02
     16            4.919719e-02
     17            4.825418e-02
     18            4.808448e-02
     19            4.687888e-02
     20            4.677971e-02
     21            4.668242e-02
     22            4.564993e-02
     23            4.548914e-02
     24            4.452674e-02
     25            4.435361e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.389193e-02
# iters            rel. res.
      0            1.000000e+00
      1            6.389926e-02
      2            6.389911e-02
      3            6.201800e-02
      4            6.201759e-02
      5            6.104778e-02
      6            6.104743e-02
      7            5.898076e-02
      8            5.898053e-02
      9            5.779021e-02
     10            5.778997e-02
     11            5.778974e-02
     12            5.701095e-02
     13            5.701078e-02
     14            5.593565e-02
     15            5.593546e-02
     16            5.533260e-02
     17            5.533241e-02
     18            5.443883e-02
     19            5.443871e-02
     20            5.443860e-02
     21            5.356396e-02
     22            5.356380e-02
     23            5.244196e-02
     24            5.244162e-02
     25            4.807850e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.731015e+00
# iters            rel. res.
      0            9.949827e-01
      1            9.949825e-01
      2            8.937719e-01
      3            8.937718e-01
      4            8.659532e-01
      5            8.659531e-01
      6            8.498569e-01
      7            8.498568e-01
      8            8.498567e-01
      9            8.420184e-01
     10            8.420183e-01
     11            8.312216e-01
     12            8.312213e-01
     13            8.256153e-01
     14            8.256150e-01
     15            8.220845e-01
     16            8.220840e-01
     17            8.146090e-01
     18            8.146087e-01
     19            8.146084e-01
     20            8.121489e-01
     21            8.121485e-01
     22            8.093333e-01
     23            8.093331e-01
     24            8.093329e-01
     25            8.077327e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.388692e-02
# iters            rel. res.
      0            9.998690e-01
      1            1.027390e-01
      2            1.011624e-01
      3            7.474333e-02
      4            6.698833e-02
      5            6.432179e-02
      6            6.350201e-02
      7            6.071081e-02
      8            6.049889e-02
      9            5.803502e-02
     10            5.800761e-02
     11            5.799486e-02
     12            5.449180e-02
     13            5.438522e-02
     14            5.187407e-02
     15            5.186599e-02
     16            5.185870e-02
     17            5.101765e-02
     18            5.100331e-02
     19            4.997208e-02
     20            4.994111e-02
     21            4.991045e-02
     22            4.919871e-02
     23            4.903885e-02
     24            4.726403e-02
     25            4.623756e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.652796e-03
# iters            rel. res.
      0            4.876769e-02
      1            4.853210e-02
      2            4.643291e-02
      3            4.568120e-02
      4            4.336183e-02
      5            4.323075e-02
      6            4.310608e-02
      7            4.194652e-02
      8            4.172052e-02
      9            4.065668e-02
     10            4.041327e-02
     11            4.021381e-02
     12            3.905567e-02
     13            3.884202e-02
     14            3.689955e-02
     15            3.686938e-02
     16            3.684488e-02
     17            3.545750e-02
     18            3.545722e-02
     19            3.419667e-02
     20            3.414531e-02
     21            3.409641e-02
     22            3.350321e-02
     23            3.341745e-02
     24            3.278727e-02
     25            3.256163e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.372792e-02
# iters            rel. res.
      0            1.000000e+00
      1            4.886453e-02
      2            4.886450e-02
      3            4.716857e-02
      4            4.716847e-02
      5            4.613415e-02
      6            4.613404e-02
      7            4.560679e-02
      8            4.560665e-02
      9            4.511383e-02
     10            4.511364e-02
     11            4.511345e-02
     12            4.482863e-02
     13            4.482851e-02
     14            4.452531e-02
     15            4.452515e-02
     16            4.401408e-02
     17            4.401392e-02
     18            4.322884e-02
     19            4.322851e-02
     20            4.322819e-02
     21            4.227624e-02
     22            4.227601e-02
     23            4.067104e-02
     24            4.067061e-02
     25            3.864008e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.673978e+00
# iters            rel. res.
      0            9.742026e-01
      1            9.742013e-01
      2            8.648573e-01
      3            8.648567e-01
      4            8.425263e-01
      5            8.425252e-01
      6            8.321652e-01
      7            8.321652e-01
      8            8.321652e-01
      9            8.274495e-01
     10            8.274492e-01
     11            8.205161e-01
     12            8.205160e-01
     13            8.162744e-01
     14            8.162743e-01
     15            8.136961e-01
     16            8.136960e-01
     17            8.077587e-01
     18            8.077586e-01
     19            8.077586e-01
     20            8.060936e-01
     21            8.060936e-01
     22            8.045741e-01
     23            8.045736e-01
     24            8.045730e-01
     25            8.035018e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.372694e-02
# iters            rel. res.
      0            9.999887e-01
      1            5.185269e-02
      2            5.079095e-02
      3            4.812070e-02
      4            4.523589e-02
      5            4.484078e-02
      6            4.465699e-02
      7            4.281384e-02
      8            4.276471e-02
      9            4.193114e-02
     10            4.193113e-02
     11            4.193113e-02
     12            4.147115e-02
     13            4.146576e-02
     14            4.074944e-02
     15            4.069768e-02
     16            4.067959e-02
     17            3.910509e-02
     18            3.895629e-02
     19            3.845622e-02
     20            3.792646e-02
     21            3.776302e-02
     22            3.748968e-02
     23            3.736855e-02
     24            3.701546e-02
     25            3.671304e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.262829e-03
# iters            rel. res.
      0            3.744265e-02
      1            3.742444e-02
      2            3.707679e-02
      3            3.706202e-02
      4            3.656977e-02
      5            3.648387e-02
      6            3.640118e-02
      7            3.594973e-02
      8            3.581204e-02
      9            3.520478e-02
     10            3.513392e-02
     11            3.510324e-02
     12            3.447794e-02
     13            3.440564e-02
     14            3.409658e-02
     15            3.403427e-02
     16            3.401376e-02
     17            3.259470e-02
     18            3.257110e-02
     19            3.162315e-02
     20            3.139942e-02
     21            3.125766e-02
     22            3.087865e-02
     23            3.067222e-02
     24            3.037448e-02
     25            3.026633e-02
